row_number,case_id,rule_id,statement_id,feedback_verdict,family_ids,family_names,school,canon,rule_type,family_vote_cap,initial_family_weight,lane_weight,initial_canon_weight,source_school,source_family,source_rule_type,needs_mapping_repair,repair_reasons,case_fallback,fallback_reason
56,C-2026-007-乾-乙丑庚辰己丑庚午,UNMAPPED,UNMAPPED-C-2026-007-乾-乙丑庚辰己丑庚午-0026,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
57,C-2026-007-乾-乙丑庚辰己丑庚午,UNMAPPED,UNMAPPED-C-2026-007-乾-乙丑庚辰己丑庚午-0028,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
58,C-2026-008-坤-壬申癸卯丁未壬寅,UNMAPPED,UNMAPPED-C-2026-008-坤-壬申癸卯丁未壬寅-0009,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
59,C-2026-008-坤-壬申癸卯丁未壬寅,UNMAPPED,UNMAPPED-C-2026-008-坤-壬申癸卯丁未壬寅-0010,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
60,C-2026-008-坤-壬申癸卯丁未壬寅,UNMAPPED,UNMAPPED-C-2026-008-坤-壬申癸卯丁未壬寅-0011,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
61,C-2026-008-坤-壬申癸卯丁未壬寅,UNMAPPED,UNMAPPED-C-2026-008-坤-壬申癸卯丁未壬寅-0012,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
62,C-2026-008-坤-壬申癸卯丁未壬寅,UNMAPPED,UNMAPPED-C-2026-008-坤-壬申癸卯丁未壬寅-0013,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
63,C-2026-008-坤-壬申癸卯丁未壬寅,UNMAPPED,UNMAPPED-C-2026-008-坤-壬申癸卯丁未壬寅-0014,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
64,C-2026-008-坤-壬申癸卯丁未壬寅,UNMAPPED,UNMAPPED-C-2026-008-坤-壬申癸卯丁未壬寅-0015,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
65,C-2026-009-乾-庚辰乙酉丙申乙未,UNMAPPED,UNMAPPED-C-2026-009-乾-庚辰乙酉丙申乙未-0009,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
66,C-2026-010-坤-甲子丁卯癸卯庚申,UNMAPPED,UNMAPPED-C-2026-010-坤-甲子丁卯癸卯庚申-0009,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
67,C-2026-010-坤-甲子丁卯癸卯庚申,UNMAPPED,UNMAPPED-C-2026-010-坤-甲子丁卯癸卯庚申-0010,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
68,C-2026-010-坤-甲子丁卯癸卯庚申,UNMAPPED,UNMAPPED-C-2026-010-坤-甲子丁卯癸卯庚申-0011,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
69,C-2026-010-坤-甲子丁卯癸卯庚申,UNMAPPED,UNMAPPED-C-2026-010-坤-甲子丁卯癸卯庚申-0012,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
70,C-2026-010-坤-甲子丁卯癸卯庚申,UNMAPPED,UNMAPPED-C-2026-010-坤-甲子丁卯癸卯庚申-0013,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
71,C-2026-010-坤-甲子丁卯癸卯庚申,UNMAPPED,UNMAPPED-C-2026-010-坤-甲子丁卯癸卯庚申-0014,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
72,C-2026-010-坤-甲子丁卯癸卯庚申,UNMAPPED,UNMAPPED-C-2026-010-坤-甲子丁卯癸卯庚申-0015,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
73,C-2026-010-坤-甲子丁卯癸卯庚申,UNMAPPED,UNMAPPED-C-2026-010-坤-甲子丁卯癸卯庚申-0016,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
74,C-2026-011-乾-乙丑乙酉丁丑癸卯,UNMAPPED,UNMAPPED-C-2026-011-乾-乙丑乙酉丁丑癸卯-0009,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
75,C-2026-011-乾-乙丑乙酉丁丑癸卯,UNMAPPED,UNMAPPED-C-2026-011-乾-乙丑乙酉丁丑癸卯-0010,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
76,C-2026-011-乾-乙丑乙酉丁丑癸卯,UNMAPPED,UNMAPPED-C-2026-011-乾-乙丑乙酉丁丑癸卯-0011,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
77,C-2026-011-乾-乙丑乙酉丁丑癸卯,UNMAPPED,UNMAPPED-C-2026-011-乾-乙丑乙酉丁丑癸卯-0012,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
78,C-2026-011-乾-乙丑乙酉丁丑癸卯,UNMAPPED,UNMAPPED-C-2026-011-乾-乙丑乙酉丁丑癸卯-0014,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
79,C-2026-011-乾-乙丑乙酉丁丑癸卯,UNMAPPED,UNMAPPED-C-2026-011-乾-乙丑乙酉丁丑癸卯-0015,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
80,C-2026-011-乾-乙丑乙酉丁丑癸卯,UNMAPPED,UNMAPPED-C-2026-011-乾-乙丑乙酉丁丑癸卯-0016,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
81,C-2026-012-坤-壬戌癸丑丙申壬辰,UNMAPPED,UNMAPPED-C-2026-012-坤-壬戌癸丑丙申壬辰-0009,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
82,C-2026-012-坤-壬戌癸丑丙申壬辰,UNMAPPED,UNMAPPED-C-2026-012-坤-壬戌癸丑丙申壬辰-0010,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
83,C-2026-012-坤-壬戌癸丑丙申壬辰,UNMAPPED,UNMAPPED-C-2026-012-坤-壬戌癸丑丙申壬辰-0011,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
84,C-2026-012-坤-壬戌癸丑丙申壬辰,UNMAPPED,UNMAPPED-C-2026-012-坤-壬戌癸丑丙申壬辰-0012,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
85,C-2026-012-坤-壬戌癸丑丙申壬辰,UNMAPPED,UNMAPPED-C-2026-012-坤-壬戌癸丑丙申壬辰-0013,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
86,C-2026-012-坤-壬戌癸丑丙申壬辰,UNMAPPED,UNMAPPED-C-2026-012-坤-壬戌癸丑丙申壬辰-0014,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
87,C-2026-012-坤-壬戌癸丑丙申壬辰,UNMAPPED,UNMAPPED-C-2026-012-坤-壬戌癸丑丙申壬辰-0015,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
88,C-2026-012-坤-壬戌癸丑丙申壬辰,UNMAPPED,UNMAPPED-C-2026-012-坤-壬戌癸丑丙申壬辰-0016,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
89,C-2026-012-坤-壬戌癸丑丙申壬辰,UNMAPPED,UNMAPPED-C-2026-012-坤-壬戌癸丑丙申壬辰-0017,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
90,C-2026-012-坤-壬戌癸丑丙申壬辰,UNMAPPED,UNMAPPED-C-2026-012-坤-壬戌癸丑丙申壬辰-0018,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
91,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0082,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
92,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0083,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
93,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0084,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
94,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0085,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
95,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0086,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
96,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0087,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
97,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0095,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
98,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0096,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
99,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0097,n,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
100,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0098,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
101,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0099,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
102,C-2026-013-坤-壬申甲辰丙辰己丑,UNMAPPED,UNMAPPED-C-2026-013-坤-壬申甲辰丙辰己丑-0100,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
103,C-2026-014-乾-丙戌庚子乙亥辛巳,UNMAPPED,UNMAPPED-C-2026-014-乾-丙戌庚子乙亥辛巳-0022,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
104,C-2026-014-乾-丙戌庚子乙亥辛巳,UNMAPPED,UNMAPPED-C-2026-014-乾-丙戌庚子乙亥辛巳-0050,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
105,C-2026-014-乾-丙戌庚子乙亥辛巳,UNMAPPED,UNMAPPED-C-2026-014-乾-丙戌庚子乙亥辛巳-0051,n,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
106,C-2026-014-乾-丙戌庚子乙亥辛巳,UNMAPPED,UNMAPPED-C-2026-014-乾-丙戌庚子乙亥辛巳-0052,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
107,C-2026-014-乾-丙戌庚子乙亥辛巳,UNMAPPED,UNMAPPED-C-2026-014-乾-丙戌庚子乙亥辛巳-0053,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
108,C-2026-014-乾-丙戌庚子乙亥辛巳,UNMAPPED,UNMAPPED-C-2026-014-乾-丙戌庚子乙亥辛巳-0059,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
109,C-2026-014-乾-丙戌庚子乙亥辛巳,UNMAPPED,UNMAPPED-C-2026-014-乾-丙戌庚子乙亥辛巳-0060,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
